id,name,username,bio,location,url,join_date,join_time,tweets,following,followers,likes,media,private,verified,profile_image_url,background_image
783160004165537793,Rever.vn,VnRever,"Rever là công ty công nghệ hoạt động trong lĩnh vực Bất động sản, chính thức ra mắt vào đầu năm 2016",,,3 Oct 2016,9:21 PM,2729,3,47,1,203,0,0,https://pbs.twimg.com/profile_images/783160457280356352/IYERQJOX_400x400.jpg,https://pbs.twimg.com/profile_banners/783160004165537793/1475555058/1500x500
1083873863119695872,Hội Cờ Đỏ,hoicodovn,,,,11 Jan 2019,3:50 PM,18939,2,162,0,17700,0,0,https://pbs.twimg.com/profile_images/1083874853843742721/gc9Q7eLi_400x400.jpg,
1012908024,tuankido312,hocviendaotao,,,,15 Dec 2012,2:23 AM,14819,297,27,65,1615,0,0,https://pbs.twimg.com/profile_images/1065147424371466240/YJEl-Err_400x400.jpg,https://pbs.twimg.com/profile_banners/1012908024/1542785875/1500x500
2709865597,Brown Deer PD,BrownDeerWIPD,Official Twitter account of the Brown Deer Police Department. (Not monitored 24/7) 414-351-9900 (Non-emergency) / 911 (Emergency),"Brown Deer, WI",http://www.browndeerwi.org/brown-deer-services.cfm?id=20,5 Aug 2014,10:10 AM,4028,724,2490,925,2440,0,1,https://pbs.twimg.com/profile_images/1128653215099174912/22rO_ugp_400x400.png,https://pbs.twimg.com/profile_banners/2709865597/1487805125/1500x500
887852613852581888,Nguyễn Phúc Lộc,Paper_Mon,,,https://www.youtube.com/channel/UC9besd0I4Kqe1IDFfK9sZNw,19 Jul 2017,6:52 PM,362,104,84,2133,162,0,0,https://pbs.twimg.com/profile_images/988071168841150464/g5n5_xSp_400x400.jpg,https://pbs.twimg.com/profile_banners/887852613852581888/1524409566/1500x500
1231791268469989376,ShopDunk,ThiH04225789,Chuỗi Siêu Thị Apple,Hà Nội,https://shopdunk.com,23 Feb 2020,8:02 PM,522,0,4,0,3,0,0,https://pbs.twimg.com/profile_images/1231791991052095490/6TDcNRL4_400x400.jpg,https://pbs.twimg.com/profile_banners/1231791268469989376/1582517167/1500x500
952885385327099904,Mộc Quế Anh,NguynNhAnh20,SPRING DAY  Fan Account for @BTS_twt 😚😚😚😚,,,15 Jan 2018,4:49 AM,5107,142,83,7805,466,0,0,https://pbs.twimg.com/profile_images/1249345083997974530/0D7IppYL_400x400.jpg,https://pbs.twimg.com/profile_banners/952885385327099904/1579343492/1500x500
282108981,DC MOAPIA #StayHomeDC,dcmoapia,This is the official page of the Mayor’s Office on Asian and Pacific Affairs for the District of Columbia,"Washington, DC",http://apia.dc.gov,14 Apr 2011,8:24 AM,7879,891,2282,5208,2509,0,1,https://pbs.twimg.com/profile_images/1110201757970374657/tfgR6_dw_400x400.png,https://pbs.twimg.com/profile_banners/282108981/1572551204/1500x500
1192344473151275009,Nguyễn Long,vmwin86,hihi hehe,,,6 Nov 2019,11:34 PM,136125,0,67,0,136000,0,0,https://pbs.twimg.com/profile_images/1192346700972642305/vg5v10EW_400x400.jpg,
841916029961965568,TechTimes.vn,techtimesvn,"Twitter của Cổng Thông tin TechTimes Vietnam (http://www.techtimes.vn ) - Chia sẻ, đánh giá, thủ thuật công nghệ mới nhanh, uy tín, chất lượng cao tại Việt Nam.",,https://www.techtimes.vn,15 Mar 2017,12:36 AM,4464,12,73,31,4421,0,0,https://pbs.twimg.com/profile_images/900204941985361925/mXhnoDQ0_400x400.jpg,https://pbs.twimg.com/profile_banners/841916029961965568/1503460644/1500x500
1100604682664271872,Cổng tin tức thành phố Hải Phòng,tintuchaiphong,"Tin tức tổng hợp về kinh tế, xã hội, đời sống, văn hóa của Thành phố Hải Phòng được cập nhật hàng giờ nhanh nhất trên internet.",,,26 Feb 2019,7:52 PM,4010,0,130,6,3760,0,0,https://pbs.twimg.com/profile_images/1100605207149391879/nzIS-J8j_400x400.png,https://pbs.twimg.com/profile_banners/1100604682664271872/1561509535/1500x500
1239934798711230464,TinViet360.com,tinviet360,News,,,17 Mar 2020,8:21 AM,4085,92,38,3,3892,0,0,https://pbs.twimg.com/profile_images/1239935270994075649/PvzKK4rO_400x400.jpg,
942240917771059200,LE THAI HAO,HaoleThai,"Tôi là 1 người tàn tật,đã 18 năm,được nhà nước cấp giấy chứng  nhận,liệt hết 1/2 thân bên phải.","Qui Nhơn,Bình Định, Việt Nam",,16 Dec 2017,7:51 PM,212784,130,222,21,30500,0,0,https://pbs.twimg.com/profile_images/942811246054612993/p1FuWjB__400x400.jpg,
1079093292455780352,VIETNAM 01,Dung02810732,Không gì là không thể,,,29 Dec 2018,11:14 AM,69,17,1,57,16,0,0,https://pbs.twimg.com/profile_images/1224342850340409346/LVqVtHzo_400x400.jpg,
1443543044,Juu,lyhoi_,Personal twitter. I do anything i want.  ENG | VIET,,https://www.instagram.com/hantaki_,20 May 2013,4:20 AM,723,70,77,14820,125,0,0,https://pbs.twimg.com/profile_images/1079734499829633025/nbFUzP20_400x400.jpg,https://pbs.twimg.com/profile_banners/1443543044/1562255357/1500x500
1218490010401247232,kucasino99,kucasino99,KU Casino99 cung cấp sảnh Casino trực tuyến ứng dụng công nghệ AI. Sảnh game trực tuyến thông minh đầu tiên tại Châu Á. Được trang bị các thiết bị hiện đại,700000,https://kucasino99.net,18 Jan 2020,3:07 AM,439,19,2,0,5,0,0,https://pbs.twimg.com/profile_images/1218490127594295297/s7YFTjna_400x400.jpg,
1248555513207386113,TimelineCoffee&Tea,timelinecoffee,"Những cuộc trò chuyện, buổi hẹn hò sẽ sớm hồi kết thúc, chỉ có khoảnh khắc của bạn là còn mãi ở Timeline... 💗 https://www.facebook.com/caphevatrasua/ ","CC Hado, B.Orchid1, Q10 TPHCM",,10 Apr 2020,3:16 AM,4,187,6,3,1,0,0,https://pbs.twimg.com/profile_images/1248557973221158913/XlaNJetv_400x400.jpg,
1223982652937498624,top mbbg tuyển phi công,topmbbgtuyenpc,zalo: 762161826 cần tuyển phi công trẻ tiền bo cao #mbbg #tuyenphicong #chigaihoixuan #hocsinhsinhvien #vieclamhapdan,,,2 Feb 2020,6:53 AM,73,1,870,85,57,0,0,https://pbs.twimg.com/profile_images/1239459937224232967/-4PWqgj6_400x400.jpg,https://pbs.twimg.com/profile_banners/1223982652937498624/1585120848/1500x500
1028925071337775105,Thạch Bảo Ngọc,SnBoNgc1,,,,13 Aug 2018,1:43 AM,41,117,40,187,2,0,0,https://pbs.twimg.com/profile_images/1132857740525621248/gVccjd5V_400x400.png,https://pbs.twimg.com/profile_banners/1028925071337775105/1534151740/1500x500
2270682560,Phụ Kiện Ngành Tóc,phukiennganhtoc,Phụ Kiện Ngành Tóc - Mỹ Phẩm Ngành Tóc - http://shop.trungtamdaynghetoc.com ,,https://shop.trungtamdaynghetoc.com,31 Dec 2013,10:16 AM,7796,11,27,0,6796,0,0,https://pbs.twimg.com/profile_images/418084417425268736/ruy2L20X_400x400.jpeg,
2548275386,trungtamdaynghetoc,trungtamdaynghe,,,,5 Jun 2014,7:59 AM,6470,17,29,0,3500,0,0,https://pbs.twimg.com/profile_images/474566647353589761/4_7gecyS_400x400.jpeg,
3263023104,Tân Hoa Xã,XHTanhoaxa,"Trung Quốc chuyên sâu, góc nhìn toàn cầu.Tân Hoa Xã cung cấp thông tin mới nhất về Trung Quốc và thế giới. http://fb.me/XinhuaNewsAgency …","6 Khúc Hạo, Hà Nội, Việt Nam",http://news.cn/english/,1 Jul 2015,1:52 AM,22187,0,52918,46,19200,0,1,https://pbs.twimg.com/profile_images/1246690852753166337/eOI6AfR1_400x400.jpg,https://pbs.twimg.com/profile_banners/3263023104/1586069238/1500x500
1243371932780642305,Baby Kook's💜{A.R.M.Y},girlcrazyNTN,_BTS 🍀Lucky and 💖            _we are audience forever 💎💥_,Hàn Quốc ,,26 Mar 2020,7:59 PM,21,337,45,68,1,0,0,https://pbs.twimg.com/profile_images/1243454836206473217/olRf5KEP_400x400.jpg,https://pbs.twimg.com/profile_banners/1243371932780642305/1585894300/1500x500
515341926,R.E.B.O.R.N,Jesus281976,"We are the World . We Are the King . God is All My Life . Im happy with my Dad Satan, King of Darkness",,,5 Mar 2012,2:48 AM,3572,575,43,6598,1414,0,0,https://pbs.twimg.com/profile_images/1231181417335283712/djnZcm8z_400x400.jpg,https://pbs.twimg.com/profile_banners/515341926/1583428120/1500x500
976050396912209920,tungnguyen,tungnt1293,nothing to much,,,20 Mar 2018,3:58 AM,7,192,2,1,1,0,0,https://pbs.twimg.com/profile_images/1249333730344239105/SpdLVZFK_400x400.jpg,
1248259573040869381,Hương Giang,gianghuong2199,Du lịch 💃🏻,,,9 Apr 2020,7:41 AM,2,0,0,0,1,0,0,https://pbs.twimg.com/profile_images/1248262062578360326/tBl6Bvps_400x400.jpg,https://pbs.twimg.com/profile_banners/1248259573040869381/1586443974/1500x500
1236567707673214976,Nguyen Vinh Minh,NguyenVinhMinh1,TRONG NGUYEN,Việt Nam ,https://tinhotmoingay365.com,8 Mar 2020,12:21 AM,212,4,5,0,192,0,0,https://pbs.twimg.com/profile_images/1236570606293798912/LBFjtVhX_400x400.jpg,https://pbs.twimg.com/profile_banners/1236567707673214976/1583656383/1500x500
585572385,Tran Van Nghia,nghiatran190,"can tim cong tac vien ban hang, gioi thieu san pham noi that den cac cong trinh tren toan quoc, hoa hong thoa thuan,  http://190vietnam.com/ ",Viet nam,http://noithatbaongoc.vn/,20 May 2012,1:41 AM,737,148,227,2,51,0,0,https://pbs.twimg.com/profile_images/849878326994849792/cqqh3t6v_400x400.jpg,https://pbs.twimg.com/profile_banners/585572385/1515845369/1500x500
824297264466120704,hwang doong mei,hwang_doong_mei,still loving you,,,25 Jan 2017,8:45 AM,273,203,56,25,90,0,0,https://pbs.twimg.com/profile_images/824299366802280449/-fZO68QI_400x400.jpg,https://pbs.twimg.com/profile_banners/824297264466120704/1485363275/1500x500
1948703270,Trần Văn Trung,Trungpjico,PJICO - NHÀ BẢO HIỂM CHUYÊN NGHIỆP,"TP.Hồ Chí Minh, Việt Nam",http://facebook.com/trung.tranvan.967,8 Oct 2013,11:07 PM,29,228,31,2,0,0,0,https://pbs.twimg.com/profile_images/1224311782669352961/9N0XVEXW_400x400.jpg,
2158122848,For SEOer Pro,ForSEOerPro,Branding - Marketing - SEO - Website Design,Hà Nội,http://i-create-solutions.com/,26 Oct 2013,10:09 PM,1863,1968,73,146,2,0,0,https://pbs.twimg.com/profile_images/378800000805050314/eab2e744a44ea3636f4ff4c3526c6ac2_400x400.png,
1239541921573302274,Thuy Nguyen,ThuyNgu13771788,,,,16 Mar 2020,6:20 AM,29,19,3,90,1,0,0,https://pbs.twimg.com/profile_images/1239542637310267392/w_vfqTVi_400x400.jpg,
2273311128,Mỹ Phẩm Ngành Tóc,myphamnganhtoc,Mỹ Phẩm Ngành Tóc - https://shop.hoccattochanoi.com ,,https://shop.hoccattochanoi.com,2 Jan 2014,9:22 AM,7987,14,57,0,2167,0,0,https://pbs.twimg.com/profile_images/418796303674404864/oDth4WyH_400x400.jpeg,https://pbs.twimg.com/profile_banners/2273311128/1388683811/1500x500
1197418958862704640,Nguyễn Hồng Thu,NguynHngThu18,hạnh phúc và bình yên,,,20 Nov 2019,11:38 PM,140,186,162,15977,84,0,0,https://pbs.twimg.com/profile_images/1249235959536709633/CpJMTgHZ_400x400.jpg,
2289196212,Nên Học Cắt Tóc Ở Đâ,hoccattocodau,Nên Học Cắt Tóc Ở Đâu - http://nenhoccattocodau.tk ,,http://nenhoccattocodau.tk,12 Jan 2014,10:18 PM,9474,15,42,0,2230,0,0,https://pbs.twimg.com/profile_images/509343223555166208/3h8jf-HG_400x400.jpeg,https://pbs.twimg.com/profile_banners/2289196212/1410271846/1500x500
1203379772358717440,MD RASEL BEPARY,MDRASELBEPARY3,"""Better Safe, Than Sorry"" ""Honest is the best policy""","Dhaka, Bangladesh",,7 Dec 2019,10:24 AM,6,277,13,10,6,0,0,https://pbs.twimg.com/profile_images/1203380526863638530/pLUv5VBr_400x400.jpg,https://pbs.twimg.com/profile_banners/1203379772358717440/1577085089/1500x500
2439868644,Day Noi Mi,daynoimi,"Day Noi Mi, Hoc Noi Mi, Day Noi Mi o Ha Noi - http://daynoimi.net  - http://fb.com/daynoimi.net ",Ha Noi,http://daynoimi.net/,12 Apr 2014,4:09 AM,6267,30,282,0,5860,0,0,https://pbs.twimg.com/profile_images/454940128813649921/A0PLuaCr_400x400.jpeg,https://pbs.twimg.com/profile_banners/2439868644/1410235075/1500x500
1135554337864802310,Rain tuan thai2019,RThai2019,"fun,kind-hearted and optimist",,,3 Jun 2019,7:30 AM,5134,158,158,8214,911,0,0,https://pbs.twimg.com/profile_images/1163293961596747776/OksLXVIY_400x400.jpg,https://pbs.twimg.com/profile_banners/1135554337864802310/1566122957/1500x500
4256431574,अक्षय प्रताप सिंह,aps_IND_,ॐ सर्वे भवन्तु सुखिनः। सर्वे सन्तु निरामयाः।                      सर्वे भद्राणि पश्यन्तु। मा कश्चित् दुःख भाग्भवेत्॥, India,,16 Nov 2015,4:10 AM,22426,2520,1010,32428,436,0,0,https://pbs.twimg.com/profile_images/1245765229524344832/2YaI5BQY_400x400.jpg,https://pbs.twimg.com/profile_banners/4256431574/1582214384/1500x500
825817838833254401,Expediente Nito,NitoSetroc,"Por el día soy Marinette, una chica normal con una vida normal.",Molando en Twittershire,https://twitter.com/i/moments/858012214195892225,29 Jan 2017,1:28 PM,17426,298,4536,30323,2565,0,0,https://pbs.twimg.com/profile_images/1190190533446160384/8SpQtBzS_400x400.jpg,https://pbs.twimg.com/profile_banners/825817838833254401/1511620113/1500x500
901890384120434689,hai vu,haivu16973818,,,,27 Aug 2017,12:33 PM,79,66,0,2,16,0,0,https://abs.twimg.com/sticky/default_profile_images/default_profile_400x400.png,
1012616558131023872,thai nguyen duc,thai72391415,,,,29 Jun 2018,1:39 AM,291,14,1,2,20,0,0,https://pbs.twimg.com/profile_images/1013978316028575744/bML3POhZ_400x400.jpg,https://pbs.twimg.com/profile_banners/1012616558131023872/1586472021/1500x500
703074853,Nghiem Vietanh,vietanh678,,Hanoi,,18 Jul 2012,6:35 AM,26809,1025,1528,11606,291,0,0,https://pbs.twimg.com/profile_images/519009486409695232/EOY6GYYf_400x400.jpeg,https://pbs.twimg.com/profile_banners/703074853/1438590703/1500x500
299466420,vvuvankhanh,vvukhanh,"Gia công cửa sắt tự động, lắp ráp cửa cổng sắt tự động, cầu thang sắt đẹp, cửa sắt chuyên nghiệp .http://cokhixaydungvukhanh.com/  https://www.youtube.com/user/vukhanh0908343317/videos …",Việt Nam,http://gravatar.com/cokhixaydungvukhanh,15 May 2011,9:09 PM,1657,1570,2195,218,755,0,0,https://pbs.twimg.com/profile_images/3736131468/06a955f5b6151a3bbebebd78a6cc15e5_400x400.jpeg,https://pbs.twimg.com/profile_banners/299466420/1435143111/1500x500
770557411786498049,duongcuongbds,duongcuongbds,Phân phối chung cư thanh hà Cienco 5 mường thanh giá 10tr/m2. Tòa B2.1 HH02 HH03 . SẮP TRIỂN khai dự án mỹ hưng cienco 5 hải phát thanh oai hà nội.,,https://duongquoccuongbds.com/,30 Aug 2016,2:42 AM,1069,481,49,69,2,0,0,https://pbs.twimg.com/profile_images/770558679913422848/03TjFa2n_400x400.jpg,
1246335635922620416,Đại Lý Hyundai,dailyhyundaivn,🏠 Đại Lý Hyundai ☎️ Hotline: 0926569666 💻 Website: https://dailyhyundai.vn/ ,,,4 Apr 2020,12:15 AM,4,0,1,0,4,0,0,https://pbs.twimg.com/profile_images/1246337038002974720/s2Z7kuiU_400x400.jpg,https://pbs.twimg.com/profile_banners/1246335635922620416/1585985147/1500x500
2303652506,trumpathon,trumpathon,http://trumpathon.com ,,http://trumpathon.com,21 Jan 2014,12:12 PM,266033,415,841,328,76400,0,0,https://pbs.twimg.com/profile_images/835521451310493696/m9w442dK_400x400.jpg,https://pbs.twimg.com/profile_banners/2303652506/1488039120/1500x500
1169680803116138497,Vu Cuong,VuCuong69358847,I love roads in vietnam,Ha noi Vietnam,,5 Sep 2019,11:38 AM,76,49,9,71,32,0,0,https://pbs.twimg.com/profile_images/1169682409475887104/0J2sk7Dl_400x400.jpg,
1157793381210181632,To Our Loveclipse - TXT Fanbase in Vietnam,tolvn1506,Hi! We are TXT Fanbase in Vietnam #YEONJUN #SOOBIN #BEOMGYU #TAEHYUN #HUENINGKAI #TOMORROW_X_TOGETHER #투모로우바이투게더,Việt Nam,https://www.facebook.com/TOL.TXTVN,3 Aug 2019,4:20 PM,228,202,650,1481,68,0,0,https://pbs.twimg.com/profile_images/1228587108891103234/ZY31BcjG_400x400.jpg,https://pbs.twimg.com/profile_banners/1157793381210181632/1581752969/1500x500
3304524289,Tin Tức Vẹm,TinTucVem,Đọc Báo Vẹm,lic,http://www.baovemvn.com,2 Aug 2015,10:52 AM,3225,0,33,0,2856,0,0,https://pbs.twimg.com/profile_images/627900039776448512/jjgmAM1M_400x400.png,
3628227854,TintucOHO,TintucOHO,,,http://www.tintuc.OHO.vn,20 Sep 2015,8:38 AM,33,19,25,34,29,0,0,https://pbs.twimg.com/profile_images/645623795466637313/Gydj5vUP_400x400.jpg,https://pbs.twimg.com/profile_banners/3628227854/1580133267/1500x500
1230316697464131585,Trung,Trungcln91,Nerver Give Up,,,19 Feb 2020,6:22 PM,7289,0,17,0,5569,0,0,https://pbs.twimg.com/profile_images/1234035256912560131/TZGnNX6z_400x400.jpg,https://pbs.twimg.com/profile_banners/1230316697464131585/1582165573/1500x500
735412203889647616,baotinhay.com,baotinhay,Hãy Đăng Ký (Subscribe) để được xem tin tức cập nhật 24/7 từ những trang báo lớn nhấ việt nam tại http://baotinhay.com ,,https://www.youtube.com/channel/UCJy7y5R-LTNysx51kfj9fgw,25 May 2016,3:08 AM,28803,496,164,37,23900,0,0,https://pbs.twimg.com/profile_images/994073730258259968/f-YnxwDY_400x400.jpg,https://pbs.twimg.com/profile_banners/735412203889647616/1525841423/1500x500
1239541127016894464,H.Hoa,HHoa61341867,,,,16 Mar 2020,6:17 AM,66,5,2,81,0,0,0,https://pbs.twimg.com/profile_images/1240544241605947392/0zxZ4L23_400x400.jpg,
1245993115539759104,Ms Ngân TopVn,MTopvn,TopVn,,https://suckhoe.truongthinh.info,3 Apr 2020,1:34 AM,119,37,2,0,0,0,0,https://pbs.twimg.com/profile_images/1245995629190377473/7jCkfasb_400x400.jpg,
1215155138995712000,Bui Architect,HungBui62477921,Architect,,,8 Jan 2020,10:15 PM,335,147,8,317,131,0,0,https://pbs.twimg.com/profile_images/1215158466135781376/JuTQa0WP_400x400.jpg,https://pbs.twimg.com/profile_banners/1215155138995712000/1578551450/1500x500
1237762969007611905,Thuan Tran,ThuanTr63446735,"My name Thuan Tran , from huế city , việt nam .❣️❤️❣️. like : 📸📹🎙🎧🎮🧢👕👖🥾🧤👌🏻👌🏻","Thừa Thiên Huế, Việt Nam",https://m.facebook.com/ThuanTran.26091994,11 Mar 2020,8:32 AM,17,27,6,9,11,0,0,https://pbs.twimg.com/profile_images/1237764724411924481/LHpVOE8a_400x400.jpg,https://pbs.twimg.com/profile_banners/1237762969007611905/1584028262/1500x500
